Site_YR,hostcode,site,state,species,sex,svl,stage,P-ACSP,P-CLSP,P-MEMO,P-NEMA,P-COVA,P-RHAB,P-RION,P-BASP,P-TIAU,P-EITA,P-NYCO,P-OPRA,BD_POZ,RV_POZ,ttx_cm2
CA-BN003_2015,CA-BN003_20150603_TATO_010,CA-BN003,CA,TATO,Female,55.5,Adult,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3901.1715
CA-BN004_2015,CA-BN004_20150526_TAGR_003,CA-BN004,CA,TAGR,Female,67.1,Adult,0,6,15,0,0,0,0,0,0,0,0,0,0,0,575.1151
CA-BN004_2015,CA-BN004_20150526_TAGR_005,CA-BN004,CA,TAGR,Male,74.23,Adult,0,4,27,0,0,0,0,0,0,1,0,0,0,0,4271.7668
CA-BN004_2015,CA-BN004_20150526_TAGR_006,CA-BN004,CA,TAGR,Female,76.29,Adult,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1089.0131
CA-BN004_2015,CA-BN004_20150526_TAGR_007,CA-BN004,CA,TAGR,Male,76.48,Adult,0,3,0,0,0,0,0,0,0,0,0,0,0, ,4467.3991
CA-BN004_2015,CA-BN004_20150526_TAGR_008,CA-BN004,CA,TAGR,Female,64.68,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1090.8192
CA-BN004_2015,CA-BN004_20150526_TAGR_009,CA-BN004,CA,TAGR,Female,73.95,Adult,0,11,16,0,0,0,0,0,0,1,0,0,1,1,1753.7079
CA-BN017_2015,CA-BN017_20150625_TAGR_001,CA-BN017,CA,TAGR,Female,67.03,Adult,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4274.5574
CA-BN017_2015,CA-BN017_20150625_TAGR_003,CA-BN017,CA,TAGR,Male,71.57,Adult,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
CA-BN017_2015,CA-BN017_20150625_TAGR_004,CA-BN017,CA,TAGR,Male,65.49,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8675.0655
CA-BN017_2015,CA-BN017_20150625_TAGR_005,CA-BN017,CA,TAGR,Female,62.99,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10671.4191
CA-BN017_2015,CA-BN017_20150625_TAGR_006,CA-BN017,CA,TAGR,Male,64.98,Adult,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
CA-BN017_2015,CA-BN017_20150625_TAGR_010,CA-BN017,CA,TAGR,Male,71.15,Adult,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
CA-BN017_2015,CA-BN017_20150625_TATO_002,CA-BN017,CA,TATO,Female,61.4,Adult,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4321.8543
CA-BN017_2015,CA-BN017_20150625_TATO_003,CA-BN017,CA,TATO,Female,61.63,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17638.2576
CA-BN018_2015,CA-BN018_20150519_TATO_002,CA-BN018,CA,TATO,Female,58.61,Adult,0,0,0,2,0,9,0,0,0,0,0,0,1,0,1415.1775
CA-MUD65_2015,CA-MUD65_20150512_TATO_001,CA-MUD65,CA,TATO,Female,68.21,Adult,0,0,0,0,0,9,0,0,0,0,0,0,0,1,
CA-MUD65_2015,CA-MUD65_20150512_TATO_002,CA-MUD65,CA,TATO,Male,71.95,Adult,0,0,0,0,0,5,0,0,0,0,0,0,0,0,
CA-MUD65_2015,CA-MUD65_20150512_TATO_003,CA-MUD65,CA,TATO,Male,68.8,Adult,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2488.5019
CA-MUD65_2015,CA-MUD65_20150512_TATO_004,CA-MUD65,CA,TATO,Male,61.13,Adult,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3305.2048
CA-MUD65_2015,CA-MUD65_20150512_TATO_005,CA-MUD65,CA,TATO,Female,77.09,Adult,0,0,0,0,2,24,0,0,0,0,0,0,0,0,
CA-MUD66_2015,CA-MUD66_20150512_TATO_001,CA-MUD66,CA,TATO,Male,66.18,Adult,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2966.4753
CA-MUD67_2015,CA-MUD67_20150512_TATO_001,CA-MUD67,CA,TATO,Male,71.63,Adult,0,1,0,0,2,5,0,0,0,0,0,0,0,0,3298.8744
CA-MUD67_2015,CA-MUD67_20150512_TATO_002,CA-MUD67,CA,TATO,Male,79.88,Adult,0,1,0,0,7,1,0,0,0,0,0,0,0,0,
CA-MUD67_2015,CA-MUD67_20150512_TATO_003,CA-MUD67,CA,TATO,Female,70.01,Adult,0,0,0,0,22,6,0,0,0,1,0,0,0,0,
CA-MUD67_2015,CA-MUD67_20150512_TATO_004,CA-MUD67,CA,TATO,Male,72.99,Adult,0,0,0,0,21,6,0,0,0,0,0,0,0,0,
CA-MUD67_2015,CA-MUD67_20150512_TATO_005,CA-MUD67,CA,TATO,Female,69.9,Adult,0,0,0,0,3,3,0,0,0,1,0,0,1,0,3586.8788
CA-MUD67_2015,CA-MUD67_20150512_TATO_006,CA-MUD67,CA,TATO,Female,73.09,Adult,0,0,4,0,0,0,0,0,0,1,0,0,0,0,
CA-MUD67_2015,CA-MUD67_20150512_TATO_007,CA-MUD67,CA,TATO,Female,73.17,Adult,0,3,0,0,4,1,0,0,0,1,0,0,0,0,
CA-MUD67_2015,CA-MUD67_20150512_TATO_008,CA-MUD67,CA,TATO,Female,63.78,Adult,0,0,0,0,5,0,0,0,0,0,0,0,0,0,
CA-MUD67_2015,CA-MUD67_20150512_TATO_009,CA-MUD67,CA,TATO,Female,76.3,Adult,0,0,0,0,5,18,0,0,0,1,0,0,1,0,
CA-MUD67_2015,CA-MUD67_20150512_TATO_010,CA-MUD67,CA,TATO,Female,72.91,Adult,0,0,0,0,3,727,0,0,0,1,0,0,0,0,3020.8331
GDPND004_2015,GDPND004_20150514_TAGR_001,GDPND004,CA,TAGR,Male,68.28,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1764.8236
GDPND004_2015,GDPND004_20150514_TAGR_002,GDPND004,CA,TAGR,Female,71.22,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2318.2271
GDPND004_2015,GDPND004_20150514_TAGR_003,GDPND004,CA,TAGR,Male,57.2,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,382.1636
GDPND004_2015,GDPND004_20150514_TAGR_004,GDPND004,CA,TAGR,Female,70.11,Adult,0,0,0,0,0,282,0,0,0,0,0,0,0,0,3238.5766
GDPND004_2015,GDPND004_20150514_TAGR_005,GDPND004,CA,TAGR,Female,69.67,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3038.7607
GDPND004_2015,GDPND004_20150514_TAGR_006,GDPND004,CA,TAGR,Female,75.2,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3605.4818
GDPND004_2015,GDPND004_20150514_TAGR_007,GDPND004,CA,TAGR,Male,82.45,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5373.8609
GDPND004_2015,GDPND004_20150514_TATO_001,GDPND004,CA,TATO,Male,80.04,Adult,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4117.8204
GDPND004_2015,GDPND004_20150514_TATO_002,GDPND004,CA,TATO,Male,70.55,Adult,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1299.342
GDPND004_2015,GDPND004_20150514_TATO_003,GDPND004,CA,TATO,Male,67.97,Adult,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3571.0718
GDPND004_2015,GDPND004_20150514_TATO_004,GDPND004,CA,TATO,Female,72.61,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3998.3821
GDPND004_2015,GDPND004_20150514_TATO_005,GDPND004,CA,TATO,Male,72.35,Adult,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3548.3386
GDPND004_2015,GDPND004_20150514_TATO_006,GDPND004,CA,TATO,Male,86.37,Adult,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3967.5141
GDPND004_2015,GDPND004_20150514_TATO_007,GDPND004,CA,TATO,Male,81.75,Adult,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4017.0146
GDPND004_2015,GDPND004_20150514_TATO_008,GDPND004,CA,TATO,Male,67.78,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1141.6256
GDPND004_2015,GDPND004_20150514_TATO_009,GDPND004,CA,TATO,Male,80.48,Adult,0,0,0,0,195,16,0,0,0,0,0,0,0,0,2865.2018
GDPND004_2015,GDPND004_20150514_TATO_010,GDPND004,CA,TATO,Female,76.64,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4093.7585
GDPND006_2015,GDPND006_20150518_TATO_001,GDPND006,CA,TATO,Male,66.11,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028.0264
GDPND008_2015,GDPND008_20150518_TATO_002,GDPND008,CA,TATO,Male,78.58,Adult,0,0,0,0,1,7,0,0,0,0,0,0,0,0,8071.9521
GDPND008_2015,GDPND008_20150518_TATO_003,GDPND008,CA,TATO,Male,72.53,Adult,0,0,0,0,45,6,0,0,0,0,0,0,0,0,4692.0836
GDPND008_2015,GDPND008_20150518_TATO_004,GDPND008,CA,TATO,Male,67.89,Adult,0,0,2,0,16,6,0,0,0,0,0,0,0,1,3654.1654
GDPND008_2015,GDPND008_20150518_TATO_005,GDPND008,CA,TATO,Female,73.3,Adult,0,0,0,0,5,21,0,0,0,0,0,0,0,0,3265.3052
GDPND008_2015,GDPND008_20150518_TATO_006,GDPND008,CA,TATO,Male,67.03,Adult,0,0,0,0,3,5,0,0,0,0,0,0,1,0,1156.6206
GDPND008_2015,GDPND008_20150518_TATO_007,GDPND008,CA,TATO,Male,72.98,Adult,0,0,0,0,11,12,0,0,0,0,0,0,0,0,3543.5695
MUD21_2015,MUD21_20150609_TATO_004,MUD21,CA,TATO,Male,75.59,Adult,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7853.3219
MUD21_2015,MUD21_20150609_TATO_005,MUD21,CA,TATO,Male,68.38,Adult,0,0,0,0,893,12,0,0,0,0,0,0,0,0,12017.0592
MUD21_2015,MUD21_20150609_TATO_006,MUD21,CA,TATO,Male,67.28,Adult,0,0,1,0,0,14,0,0,0,0,0,0,0,0,3565.4823
MUD40_2015,MUD40_20150630_TAGR_002,MUD40,CA,TAGR,Female,70.37,Adult,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
MUD40_2015,MUD40_20150630_TATO_002,MUD40,CA,TATO,Male,67.13,Adult,0,0,0,0,0,224,0,0,1,0,0,0,0,0,
MUD40_2015,MUD40_20150630_TATO_003,MUD40,CA,TATO,Female,66.49,Adult,0,0,0,0,0,0,0,1,0,0,0,0,0,0,622.8363
MUD40_2015,MUD40_20150630_TATO_005,MUD40,CA,TATO,Male,60.88,Adult,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5028.884
MUD40_2015,MUD40_20150630_TATO_006,MUD40,CA,TATO,Female,66.49,Adult,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
MUD40_2015,MUD40_20150630_TATO_007,MUD40,CA,TATO,Male,65.13,Adult,0,0,0,0,0,5,0,0,0,0,0,0,0,0,15862.4865
MUD40_2015,MUD40_20150630_TATO_008,MUD40,CA,TATO,Male,65.43,Adult,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
MUD41_2015,MUD41_20150630_TAGR_001,MUD41,CA,TAGR,Male,65.59,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3940.3979
MUD41_2015,MUD41_20150630_TAGR_003,MUD41,CA,TAGR,Female,74.28,Adult,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2574.591
MUD41_2015,MUD41_20150630_TAGR_004,MUD41,CA,TAGR,Female,58.94,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,837.8685
MUD41_2015,MUD41_20150630_TAGR_006,MUD41,CA,TAGR,Female,55.26,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4311.8004
MUD41_2015,MUD41_20150630_TAGR_103,MUD41,CA,TAGR,Male,60.16,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MUD41_2015,MUD41_20150630_TATO_002,MUD41,CA,TATO,Male,67.71,Adult,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4120.5716
MUD41_2015,MUD41_20150630_TATO_003,MUD41,CA,TATO,Male,72.23,Adult,0,2,0,0,0,11,0,0,0,0,0,0,0,0,1670.5764
MUD41_2015,MUD41_20150630_TATO_004,MUD41,CA,TATO,Female,60.78,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407.0376
MUD41_2015,MUD41_20150630_TATO_005,MUD41,CA,TATO,Female,77.04,Adult,0,0,0,0,0,14,0,0,0,0,0,0,0,0,6888.6783
MUD46_2015,MUD46_20150609_TAGR_001,MUD46,CA,TAGR,Male,71.73,Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3412.6631
MUD46_2015,MUD46_20150609_TAGR_004,MUD46,CA,TAGR,Male,80.48,Adult,0,0,7,0,0,0,1,1,0,0,0,0,0,0,20885.5615
MUD46_2015,MUD46_20150609_TAGR_006,MUD46,CA,TAGR,Male,76.97,Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12685.5683
MUD46_2015,MUD46_20150609_TAGR_007,MUD46,CA,TAGR,Male,77.78,Adult,0,0,7,0,0,0,1,0,0,0,0,0,0,0,10443.8676
MUD46_2015,MUD46_20150609_TATO_002,MUD46,CA,TATO,Male,75.29,Adult,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8249.1475
MUD46_2015,MUD46_20150609_TATO_003,MUD46,CA,TATO,Male,68.66,Adult,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3071.887
MUD46_2015,MUD46_20150609_TATO_004,MUD46,CA,TATO,Female,69.22,Adult,0,0,0,0,2,0,0,1,0,0,0,0,1,0,5332.9067
MUD46_2015,MUD46_20150609_TATO_005,MUD46,CA,TATO,Male,66.61,Adult,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18772.3294
MUD46_2015,MUD46_20150609_TATO_007,MUD46,CA,TATO,Male,73.36,Adult,0,0,3,0,0,0,1,1,0,0,0,0,1,0,3532.3663
MUD46_2015,MUD46_20150609_TATO_009,MUD46,CA,TATO,Female,68.43,Adult,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41734.2309
MUD70_2015,MUD70_20150708_TATO_011,MUD70,CA,TATO,Male,70.25,Adult,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2841.9065
MUD70_2015,MUD70_20150708_TATO_012,MUD70,CA,TATO,Male,72.29,Adult,0,0,0,0,3,3,0,0,0,0,0,0,0,0,
MUD70_2015,MUD70_20150708_TATO_013,MUD70,CA,TATO,Male,75.7,Adult,0,0,0,0,0,16,0,0,0,0,0,0,0,0,
MUD70_2015,MUD70_20150708_TATO_014,MUD70,CA,TATO,Male,70.41,Adult,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3286.1687
MUD70_2015,MUD70_20150708_TATO_015,MUD70,CA,TATO,Male,72.75,Adult,0,0,0,0,0,9,0,0,1,0,0,0,0,0,
MUD70_2015,MUD70_20150708_TATO_016,MUD70,CA,TATO,Male,67.32,Adult,0,0,0,0,1,171,0,0,0,0,0,0,0,0,2251.3184
MUD70_2015,MUD70_20150708_TATO_017,MUD70,CA,TATO,Male,66.45,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20721.457
MUDEF_2015,MUDEF_20150623_TAGR_001,MUDEF,CA,TAGR,Female,68.46,Adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61141.0346
MUDEF_2015,MUDEF_20150623_TAGR_002,MUDEF,CA,TAGR,Female,77.57,Adult,0,0,0,0,0,0,0,1,1,0,0,0,1,0,
MUDEF_2015,MUDEF_20150623_TAGR_004,MUDEF,CA,TAGR,Female,75.63,Adult,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23329.6436
MUDEF_2015,MUDEF_20150623_TAGR_005,MUDEF,CA,TAGR,Female,73.58,Adult,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4243.3112
MUDEF_2015,MUDEF_20150623_TAGR_006,MUDEF,CA,TAGR,Male,80,Adult,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
MUDEF_2015,MUDEF_20150623_TAGR_007,MUDEF,CA,TAGR,Female,71.93,Adult,0,2,0,0,0,0,0,0,0,0,0,0,0,0,25860.2046
MUDEF_2015,MUDEF_20150623_TAGR_008,MUDEF,CA,TAGR,Female,76.49,Adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38889.7341
MUDEF_2015,MUDEF_20150623_TAGR_009,MUDEF,CA,TAGR,Female,63.71,Adult,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27447.7259
MUDEF_2015,MUDEF_20150623_TAGR_010,MUDEF,CA,TAGR,Female,72.87,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15658.1434
PRBEACH_2015,PRBEACH_20150713_TATO_001,PRBEACH,CA,TATO,Male,76.46,Adult,0,0,0,0,0,6,0,0,0,0,0,0,0,0,35101.5781
PRBEACH_2015,PRBEACH_20150713_TATO_002,PRBEACH,CA,TATO,Male,75.23,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1020.5338
PRBEACH_2015,PRBEACH_20150713_TATO_003,PRBEACH,CA,TATO,Male,70.11,Adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12299.2356
PRBEACH_2015,PRBEACH_20150713_TATO_004,PRBEACH,CA,TATO,Male,68.88,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7569.6901
PRBEACH_2015,PRBEACH_20150713_TATO_005,PRBEACH,CA,TATO,Male,71.03,Adult,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31232.8673
PRBEACH_2015,PRBEACH_20150713_TATO_006,PRBEACH,CA,TATO,Male,77.24,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10396.8558
PRBEACH_2015,PRBEACH_20150713_TATO_007,PRBEACH,CA,TATO,Male,70.41,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3861.7308
PRBEACH_2015,PRBEACH_20150713_TATO_008,PRBEACH,CA,TATO,Male,65.68,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21325.704
PRBEACH_2015,PRBEACH_20150713_TATO_009,PRBEACH,CA,TATO,Male,66.18,Adult,0,0,0,0,0,1,0,0,0,0,0,0,0,0,779.6099
PRBEACH_2015,PRBEACH_20150713_TATO_010,PRBEACH,CA,TATO,Male,74.84,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6976.8073
PREDEN_2015,PREDEN_20150713_TAGR_001,PREDEN,CA,TAGR,Male,74.03,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2444.3234
PRKING_2015,PRKING_20150713_TAGR_001,PRKING,CA,TAGR,Male,73.6,Adult,0,0,0,0,0,0,0,0,1,0,0,0,0,0,831.3546
PRNTH1_2015,PRNTH1_20150601_TATO_001,PRNTH1,CA,TATO,Female,62.34,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1352.7351
PRNTH1_2015,PRNTH1_20150601_TATO_004,PRNTH1,CA,TATO,Female,57.86,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14843.466
PRNTH1_2015,PRNTH1_20150601_TATO_005,PRNTH1,CA,TATO,Female,72.6,Adult,0,0,0,0,53,9,0,0,0,0,0,0,0,0,3679.9604
PRNTH2_2015,PRNTH2_20150601_TATO_004,PRNTH2,CA,TATO,Female,71.88,Adult,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11105.788
PRNTH2_2015,PRNTH2_20150601_TATO_009,PRNTH2,CA,TATO,Male,79.45,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7255.6284
PRNTH4_2015,PRNTH4_20150520_TAGR_001,PRNTH4,CA,TAGR,Female,57.53,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12456.8219
PRNTH4_2015,PRNTH4_20150520_TATO_001,PRNTH4,CA,TATO,Male,80.67,Adult,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4747.1787
PRNTHCHR_2015,PRNTHCHR_20150520_TAGR_001,PRNTHCHR,CA,TAGR,Male,80.89,Adult,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4182.418
PRNTHCHR_2015,PRNTHCHR_20150520_TAGR_002,PRNTHCHR,CA,TAGR,Female,74.92,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3733.0147
PRNTHCHR_2015,PRNTHCHR_20150520_TAGR_003,PRNTHCHR,CA,TAGR,Female,76.51,Adult,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4811.4476
PRNTHCHR_2015,PRNTHCHR_20150520_TAGR_004,PRNTHCHR,CA,TAGR,Male,81.04,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3062.1602
PRNTHCHR_2015,PRNTHCHR_20150520_TAGR_005,PRNTHCHR,CA,TAGR,Female,65.4,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15081.537
PRNTHCHR_2015,PRNTHCHR_20150520_TATO_001,PRNTHCHR,CA,TATO,Female,69.43,Adult,0,0,0,0,0,18,0,0,0,0,0,0,1,0,4600.867
PRNTHIDK_2015,PRNTHIDK_20150601_TAGR_001,PRNTHIDK,CA,TAGR,Male,80.89,Adult,0,0,0,3,0,0,0,0,0,0,0,0,0,1,2803.5684
PRNTHIDK_2015,PRNTHIDK_20150601_TAGR_002,PRNTHIDK,CA,TAGR,Female,68.94,Adult,0,0,0,0,0,2,0,0,0,0,0,0,1,0,9750.693
PRNTHIDK_2015,PRNTHIDK_20150601_TAGR_004,PRNTHIDK,CA,TAGR,Female,71.43,Adult,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3958.9957
PRNTHIDK_2015,PRNTHIDK_20150819_TAGR_003,PRNTHIDK,CA,TAGR,Female,59.36,Adult,0,0,0,0,0,0,0,0,1,0,0,0,,0,3608.2094
PRNTHMIT_2015,PRNTHMIT_20150520_TAGR_001,PRNTHMIT,CA,TAGR,Male,82.43,Adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5646.0134
PRNTHMIT_2015,PRNTHMIT_20150520_TAGR_002,PRNTHMIT,CA,TAGR,Female,64.22,Adult,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2759.3205
PRNTHMIT_2015,PRNTHMIT_20150520_TAGR_003,PRNTHMIT,CA,TAGR,Male,74.68,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32478.2767
PRNTHMIT_2015,PRNTHMIT_20150520_TAGR_004,PRNTHMIT,CA,TAGR,Male,48.84,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2630.0347
PRNTHMIT_2015,PRNTHMIT_20150520_TAGR_005,PRNTHMIT,CA,TAGR,Male,81.02,Adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4747.1787
PRNTHMIT_2015,PRNTHMIT_20150520_TAGR_006,PRNTHMIT,CA,TAGR,Female,64.73,Adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3548.1031
PRNTHMIT_2015,PRNTHMIT_20150520_TAGR_007,PRNTHMIT,CA,TAGR,Female,61.2,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5247.0141
PRNTHMIT_2015,PRNTHMIT_20150520_TAGR_008,PRNTHMIT,CA,TAGR,Male,84.26,Adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2041.3129
PRNTHMIT_2015,PRNTHMIT_20150520_TAGR_009,PRNTHMIT,CA,TAGR,Male,79.13,Adult,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4645.1833
PRNTHMIT_2015,PRNTHMIT_20150520_TAGR_010,PRNTHMIT,CA,TAGR,Female,77.15,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8697.4754
PRNTHMIT_2015,PRNTHMIT_20150520_TATO_001,PRNTHMIT,CA,TATO,Male,67.96,Adult,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4753.0552
PRNTHMIT_2015,PRNTHMIT_20150520_TATO_002,PRNTHMIT,CA,TATO,Male,68.08,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765.9935
PRNTHMIT_2015,PRNTHMIT_20150520_TATO_003,PRNTHMIT,CA,TATO,Female,59.18,Adult,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2837.2407
PRNTHMIT_2015,PRNTHMIT_20150520_TATO_004,PRNTHMIT,CA,TATO,Female,61.29,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4211.694
PRNTHMIT_2015,PRNTHMIT_20150520_TATO_005,PRNTHMIT,CA,TATO,Female,64.77,Adult,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3393.8895
PRNTHMIT_2015,PRNTHMIT_20150520_TATO_006,PRNTHMIT,CA,TATO,Female,56.72,Adult,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3739.3528
PRNTHMIT_2015,PRNTHMIT_20150520_TATO_007,PRNTHMIT,CA,TATO,Female,82.08,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3012.9759
PRNTHMIT_2015,PRNTHMIT_20150520_TATO_008,PRNTHMIT,CA,TATO,Female,55.74,Adult,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2906.0326
PRNTHMIT_2015,PRNTHMIT_20150520_TATO_009,PRNTHMIT,CA,TATO,Male,70.23,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3763.1813
PRNTHMIT_2015,PRNTHMIT_20150520_TATO_010,PRNTHMIT,CA,TATO,Female,79.15,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4685.8846
PRNTHOWL_2015,PRNTHOWL_20150520_TAGR_001,PRNTHOWL,CA,TAGR,Female,77.68,Adult,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3132.9315
PRNTHOWL_2015,PRNTHOWL_20150520_TAGR_002,PRNTHOWL,CA,TAGR,Male,63.71,Adult,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3691.5084
PRNTHOWL_2015,PRNTHOWL_20150520_TAGR_003,PRNTHOWL,CA,TAGR,Female,74.85,Adult,0,0,0,0,0,2,0,0,0,0,0,0,0,0,11327.1137
PRNTHOWL_2015,PRNTHOWL_20150520_TAGR_004,PRNTHOWL,CA,TAGR,Male,77.68,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31892.548
PRNTHOWL_2015,PRNTHOWL_20150520_TAGR_005,PRNTHOWL,CA,TAGR,Male,70.19,Adult,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
PRNTHOWL_2015,PRNTHOWL_20150520_TAGR_006,PRNTHOWL,CA,TAGR,Female,64,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5460.8553
PRNTHOWL_2015,PRNTHOWL_20150520_TAGR_007,PRNTHOWL,CA,TAGR,Female,64.21,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15349.6116
PRNTHOWL_2015,PRNTHOWL_20150520_TAGR_009,PRNTHOWL,CA,TAGR,Female,61.67,Adult,0,0,0,0,0,1,0,0,0,0,0,0,,0,
PRNTHOWL_2015,PRNTHOWL_20150520_TATO_002,PRNTHOWL,CA,TATO,Female,78.76,Adult,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16151.4309
PRNTHOWL_2015,PRNTHOWL_20150520_TATO_003,PRNTHOWL,CA,TATO,Male,60.61,Adult,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4867.4558
PRNTHOWL_2015,PRNTHOWL_20150520_TATO_005,PRNTHOWL,CA,TATO,Male,63.78,Adult,0,0,0,0,2,0,0,0,0,0,0,0,0,0,193.7585
